Date;SP500;MSFT;CSCO;INTC;IBM;ORCL;HPQ;EMC;TXN;QCOM;AMAT;ADBE;MU;ADI;KLAC;LRCX;GLW;AKAM;CDNS;SNPS;CTXS;NTAP;MSI
07/22/2003;988,11;26,38;18,67;24,42;81,85;12,07;21,97;9,99;19,25;18,12;18,762;16,635;14,3;37,48;5,23;2,134;8,23;4,949;13,12;30,52;22,4;17,77;62,440006
07/23/2003;988,61;26,45;18,88;24,81;82,3;12,1;22,13;10,09;19,29;18,125;19,3;16,695;15,38;37,5;5,341;2,1790001;8,68;4,72;13,1;30,46;23,25;18,04;63,980015
07/24/2003;981,6;26;18,58;23,97;81,51;11,68;21,1;9,87;18,77;18,605;18,9;16,24;14,85;37,13;5,213001;2,157;8,06;4,95;13,02;30,01;18,28;17,791;63,420002
07/25/2003;998,68;26,89;19,08;24,91;83,55;12,1;21,4;10;19,05;18,925;19,3;16,5;14,65;38,18;5,244;2,164;8,12;4,99;13,33;30,075;19,29;18,12;64,19002
07/28/2003;996,52;26,61;19,08;24,76;82,54;11,88;21,38;9,91;19,17;19,31;19,71;16,48;14,57;38,75;5,3250003;2,264;8,05;5,238;13,7;30,475;19,382;18,13;65,52
07/29/2003;989,28;26,47;19,16;24,9;81,8;11,92;21,27;10,15;18,72;19,065;19,36;16,025;14,52;38;5,2400002;2,2110002;7,92;5,13;13,62;30,36;19,24;17,7;64,329994
07/30/2003;987,49;26,23;19,28;24,49;80,96;11,88;21,02;10,05;18,7;18,67;19,22;16,04;14,35;37,29;5,1229;2,167;8;5,1;13,57;30;18,42;17,23;63,70001
07/31/2003;990,31;26,41;19,49;24,89;81,25;11,99;21,17;10,64;18,87;18,74;19,46;16,365;14,64;37,95;5,1652;2,1790001;8,14;4,58;13,67;31,295;18,19;15,98;63,28
08/01/2003;980,15;26,17;19,15;25,02;81,27;11,82;20,97;10,7;18,87;18,25;19,56;16,3;15,11;39,51;5,221;2,17;8,18;3,97;13,39;31,41;18,05;16,23;64,61
08/04/2003;982,82;26,18;19,26;25,13;81,13;11,86;20,8;10,81;18,8;18,69;19,77;16,555;14,82;39,73;5,257;2,198;7,92;3,88;13,38;31,525;17,86;16,38;65,73003
08/05/2003;965,46;25,66;18,86;24,27;79,85;11,64;19,97;10,53;18,29;18,01;18,87;16,215;14,23;38,19;5,058;2,1201;7,52;3,41;13,35;31,595;17,43;15,78;64,61
08/06/2003;967,08;25,65;17,65;24,14;79,75;11,45;19,89;10,85;18,25;18,235;18,55;15,78;13,77;38,25;5,0290003;2,073;7,26;3,25;13,1;30,295;17,45;15,24;65,03
08/07/2003;974,12;25,71;17,53;23,99;80,69;11,39;19,31;11,1;18,21;18,205;18,78;15,86;13,6;37,27;4,976;2,05;7,34;3,75;12,92;30,855;17,35;14,884;64,89
08/08/2003;977,59;25,58;17,58;23,58;80,88;11,29;20,08;11,25;18,05;17,68;17,88;15,89;12,96;36,03;4,8040004;1,908;7,37;3,7;13,19;30,22;16,93;15,15;64,26
08/11/2003;980,59;25,61;17,71;23,9;81,02;11,68;19,96;11,25;18,48;17,94;18,34;16,63;13,01;36,77;4,913;2,0040002;7,45;3,9;13,38;32,18;17,21;15,72;64,89
08/12/2003;990,35;25,73;17,83;24,37;81,51;12,16;20,95;11,35;18,89;18,38;18,45;16,91;13,27;36,48;4,96;2,082;7,63;3,91;13,19;32,455;17,82;16,97;65,31
08/13/2003;984,03;25,6;17,59;24,71;81,2;11,9;21,05;11,25;19,32;18,915;19,07;17,19;13,38;37,06;5,221;2,1629999;7,89;4;13,05;32,52;17,9;17,09;64,89
08/14/2003;990,51;25,63;17,8;25,14;81,56;12,12;21,15;11,11;20,05;19,19;19,17;17,16;12,9;37,09;5,2009997;2,1790001;7,96;4,13;13,1;33,125;18,09;16,84;67,34
08/15/2003;990,67;25,54;17,79;25,05;81,79;12,08;21,4;11,23;20,18;19,18;18,95;17,18;12,5;36,35;5,2000003;2,174;7,99;3,99;13,27;33,315;17,88;16,9;68,25
08/18/2003;999,74;25,7;18,27;26,19;83,52;12,18;22,13;11,46;20,91;19,555;19,74;18,105;12,76;38,4;5,466;2,339;8,14;3,95;13,33;33,855;18,88;17,87;68,880005
08/19/2003;1002,35;26,62;18,55;26,47;83,19;12,15;22,11;11,62;21,09;19,34;20,08;18,4;13,86;38,8;5,4684;2,357;8,2;4,06;13,69;34,5;18,7;18,05;71,40001
08/20/2003;1000,3;26,45;18,571;26,36;83,05;12,12;19,8;12,18;20,8;19,32;20,04;18,27;13,3;38,84;5,435;2,4;8,38;4,07;13,72;34,095;19,38;20,88;70,28
08/21/2003;1003,27;26,24;18,87;26,39;82,85;12,16;19,84;12,38;22,15;19,32;20,73;19,2195;13,76;40,5;5,6049;2,479;8,36;4,24;13,69;34,435;18,75;22,49;71,75
08/22/2003;993,06;26,22;18,79;27,39;82,97;12,3;19,45;12,12;22,81;19,435;21,3;18,7;13,89;41,51;5,705;2,458;8,21;4,011;13,92;33,755;18,77;21,81;72,17001
08/25/2003;993,71;26,5;18,98;27,24;81,96;12,37;19,4;12,28;22,61;19,49;21,2;19;13,64;40,7;5,697;2,4400003;8,07;3,94;14,08;33,215;18,56;21,35;72,03
08/26/2003;996,73;26,57;19,1;27,71;82,5;12,44;19,58;12,23;22,68;19,8;20,95;19,07;13,65;39,6;5,7400002;2,423;8,2;4,1;13,82;33,295;18,73;21,56;75,11
08/27/2003;996,79;26,42;19,01;28,02;82;12,45;19,52;12,61;23,49;20,5;21,65;19,095;14;40,97;5,851;2,5580003;8,36;4,09;13,9;33,725;19,21;22;75,11
08/28/2003;1002,84;26,51;19,19;28,3;81,9;12,77;19,77;12,54;23,76;20,485;21,57;19,445;14,19;40,96;5,869;2,58;8,24;4,12;14,24;34,195;19,92;22,39;75,11
08/29/2003;1008,01;26,52;19,14;28,59;82,01;12,83;19,93;12,75;23,85;20,665;21,63;19,415;14,36;41;5,945;2,561;8,25;4,16;14,22;34,105;20,71;22,36;75,11
09/02/2003;1021,99;27,26;19,59;28,74;85,76;13,39;20,2;13,1;24,04;20,605;21,29;19,675;14,47;41,7;5,836;2,535;8,29;4,47;14,46;34,24;20,88;22,62;74,48003
09/03/2003;1026,27;28,3;20,24;28,22;86,33;13,76;20,64;13,26;23,65;20,185;20,96;19,68;14,21;40,98;5,653;2,507;8,62;4,888;14,22;34,19;21,6;23,18;74,06
09/04/2003;1027,97;28,43;20,59;28,6;87,91;13,72;20,78;13,27;24,16;20,55;21,22;19,38;14,09;41,15;5,791;2,549;8,56;4,88;13,96;34,475;21,31;23,51;75,880005
09/05/2003;1021,39;28,38;20,42;28,71;86,95;13,08;20,23;13,03;25,13;20,605;21,34;18,955;14,3;41,78;5,7830005;2,6000001;8,76;4,65;13,47;33,875;21,08;23,31;75,25003
09/08/2003;1031,64;28,84;20,86;29,18;89,1;13,48;20,5;13,61;26,03;21,24;22,22;19,345;15,13;42,74;5,869;2,655;9,03;4,71;13,67;33,92;21,83;23,55;78,96002
09/09/2003;1023,17;28,37;20,78;28,79;89,42;13,36;20,46;13,6;25,32;20,91;22,07;19,015;14,7;41,88;5,78;2,634;8,91;4,51;13,84;33,395;20,68;23,65;78,40001
09/10/2003;1010,92;27,55;20,46;27,66;87,84;12,85;20,06;13,09;23,42;20,31;20,7;18,195;13,35;39,23;5,557;2,43;8,49;4,32;13,71;32,065;19,62;22,53;74,829994
09/11/2003;1016,42;27,84;20,71;28,03;87,92;12,98;20,18;13,34;23,69;20,5;21,11;19,73;13,6;39,82;5,646;2,472;8,53;4,59;13,93;32,045;20,29;22,53;76,72002
09/12/2003;1018,63;28,34;20,66;28,34;88,7;12,55;20,08;13,45;23,88;21,41;20,97;19,765;13,65;40,54;5,659;2,5180001;8,59;4,65;13,98;32,265;20,71;22,17;75,880005
09/15/2003;1014,81;28,36;20,39;27,99;88,49;12,45;19,83;13,29;23,63;21,725;20,58;19,63;13,22;39,87;5,55;2,496;8,72;4,54;13,59;32,175;20,62;21,41;74,90001
09/16/2003;1029,32;28,9;21,29;28,91;90,29;12,53;20,4;13,65;24,75;22,445;21,38;19,91;13,62;41,28;5,754;2,5600002;9,24;4,79;14;33,45;22,06;22,39;76,510025
09/17/2003;1025,97;28,5;21,14;28,88;90,63;12,28;20,36;13,77;24,24;22,12;21,12;20,235;14,18;40,67;5,7410007;2,532;9,35;5,14;13,97;33,65;22,32;22,41;74,48003
09/18/2003;1039,58;29,5;21,42;29,16;92;12,36;20,97;13,93;24,39;22,865;20,79;20,76;14,17;41,16;5,677;2,49;9,73;5,1;14,03;33,99;23,24;22,84;77,91
09/19/2003;1036,3;29,96;21,02;29,17;93,28;12,12;21,15;13,9;24,17;22,525;20,48;20,685;14,53;41,21;5,667;2,498;10;5,12;13,97;34,285;23,43;22,77;77,630005
09/22/2003;1022,82;29,07;20,78;28,52;91,39;11,97;20,3;13,43;23,45;22,31;19,67;20,04;14,35;40;5,5099998;2,399;9,7;5,12;13,82;33,75;22,42;21,94;84,42001
09/23/2003;1029,03;29,6;21,15;28,939;91,34;12,03;20,4;13,4;24,11;22,39;19,69;20,73;14,67;40,8;5,5750003;2,4350002;9,51;5,22;13,97;33,45;23,64;22,44;86,1
09/24/2003;1009,38;28,46;20,32;27,78;89,4;11,6;19,96;12,6;23,08;21,76;18,482;20,255;14,1;38,8;5,2990003;2,293;9,43;5,05;13,43;32,31;22,87;21,09;85,82
09/25/2003;1003,27;28,24;20,06;27,45;89,41;11,56;19,26;12,43;23,06;21,445;18,67;20,655;13,58;38,69;5,281;2,267;9,02;4,71;13,51;31,7;21,93;20,49;87,71002
09/26/2003;996,85;28,19;19,96;27,27;89,05;11,41;19,4;12,52;22,58;20,825;18,421;20,325;13,65;38,19;5,1790004;2,281;9,01;4,6;13,32;31;21,26;19,72;87,71002
09/29/2003;1006,58;28,83;20,2;28,37;89,45;11,64;19,62;12,68;23,15;21,67;18,92;20,1;13,57;39,3;5,295;2,34;9,6;4,489;13,46;31,35;22,64;21,05;86,1
09/30/2003;995,97;27,8;19,59;27,52;88,33;11,25;19,36;12,63;22,8;20,835;18,13;19,695;13,42;38,02;5,16;2,223;9,42;4,29;13,4;30,91;22,13;20,53;83,65001
10/01/2003;1018,22;28,52;20,2;28,63;90,35;11,69;19,6;13;23,25;21,175;18,56;19,9;13,28;39,3;5,278;2,295;9,35;4,27;13,26;30,71;23,07;21,01;84,91
10/02/2003;1020,24;28,5;19,99;28,62;90,08;11,4;19,52;13;23,5;21,495;18,55;19,835;13,4;39,83;5,263;2,29;9,5;4,47;13;29,29;23,17;21,19;85,40001
10/03/2003;1029,85;29,08;20,76;29,61;90,64;11,98;20,3;13,41;24,65;21,995;19,46;20,435;13,66;42;5,598;2,438;9,8;4,63;13,28;28,86;23,98;22,87;85,96002
10/06/2003;1034,35;29,19;20,8;29,56;91,18;12,19;20,48;13,65;24,45;21,965;19,31;20,52;13,49;42;5,57;2,472;10,21;4,6;13,2;27,6;24,21;23,41;94,50003
10/07/2003;1039,25;29,14;21;29,95;91,7;12,2;20,36;13,96;24,72;21,88;19,88;20,645;13;42,98;5,619;2,573;10,62;4,699;13,3;28,07;24,24;24,52;98,42001
10/08/2003;1033,78;28,82;20,79;29,67;92,66;12,63;20,25;14,06;24,68;21,625;20,13;21,05;12,81;42,05;5,687;2,578;10,61;5,2;13,7;28,63;24,3;24,29;95,69002
10/09/2003;1038,73;28,94;20,95;29,77;92,45;12,33;21,04;14;24,99;21,83;20,553;20,965;12,93;42,79;5,808;2,594;10,77;5,18;13,19;27,1;24,04;24,03;96,11
10/10/2003;1038,06;28,91;20,79;30,43;92,67;12,33;21,05;14,49;25,48;22,155;20,75;20,955;12,78;42,98;5,86;2,6240003;10,95;5,068;13,31;27,07;24,53;25,15;96,53003
10/13/2003;1045,35;28,78;21;30,8;93,2;12,28;21,24;14,45;25,58;22,46;21;21,395;12,54;43,11;5,8110003;2,708;11,05;5,492;13,87;28,19;26,45;25,33;97,09
10/14/2003;1049,48;28,68;21,14;31,08;92,72;12,33;21,39;13,34;25,84;22,3;20,9;21,43;12,64;43,87;5,881;2,7515;11,16;5,75;13,83;28,56;26,86;26,13;94,99002
10/15/2003;1046,76;29,07;21,02;31,76;92,74;12,12;21,92;12,84;25,55;22,06;21,6;21,41;12,81;42,91;6,003;2,764;10,95;5,56;14,01;28,59;26,94;25,35;96,46002
10/16/2003;1050,07;29,23;21,04;32,23;89,28;11,97;21,27;13,36;25,6;22,435;21,87;21,445;12,83;43,09;6,051;2,7540002;11;5,79;14,67;29,65;26,68;25,7;95,90001
10/17/2003;1039,32;28,93;20,64;31,66;89,23;11,72;20,95;13,15;24,96;21,63;21,12;21,225;12,85;42,11;5,86;2,615;11;5,45;14,53;29,42;25,76;25;94,36
10/20/2003;1044,68;29,35;21,08;32,16;89;11,91;21,47;12,92;25,67;22,25;21,599;21,345;12,85;43,02;5,9220004;2,635;10,79;5,79;15,34;31,11;25,81;25,53;92,40001
10/21/2003;1046,03;29,353;21,11;32,122;88,93;11,98;21,71;13,5;27,28;22,665;21,87;21,57;13,58;44,86;6;2,706;10,78;6,35;15,16;31,4;26,2;25,63;93,94002
10/22/2003;1030,36;28,89;20,63;31,52;88,46;11,72;21,28;13,46;27,01;22,005;21,33;21,295;13,3;42,9;5,805;2,6170003;10,4;5,88;14,97;30,88;25,64;24,8;92,54
10/23/2003;1033,77;28,91;20,16;31,22;88,15;11,75;21;13,18;27,31;21,935;20,65;21,18;13,25;41,87;5,3490005;2,53;10,6;5,9;14,9;30,77;24,46;24,54;94,36
10/24/2003;1028,91;26,61;19,8;31,08;88,42;11,73;20,47;13,15;27,45;22,1;20,65;21,005;13,19;41,5;5,337;2,516;10,39;5,76;14,66;30,89;24,2;24,41;92,75003
10/27/2003;1031,13;26,91;19,93;31,42;88,52;11,7;21;13,07;28,1;22,12;20,72;21,02;14,01;42,17;5,386;2,531;10,77;5,87;15,16;31,41;24,6;24,65;91,49002
10/28/2003;1046,79;27,2;20,9;32,67;89,9;11,98;21,65;13,44;29,35;23,5;22,55;21,715;14,25;44,38;5,784;2,8992002;11,25;5,99;15,45;32,48;25,38;25,86;93,73003
10/29/2003;1048,11;26,74;20,82;32,8;89,34;11,89;21,82;13,58;29,18;23,76;22,58;22,335;14,6;44,28;5,775;2,901;11,28;5,96;15,43;32,29;25,73;25,88;97,09
10/30/2003;1046,94;26,12;20,86;32,89;89,12;12,19;22,08;13,74;29,52;24,01;23,24;22,14;14,7;44,75;5,6720004;2,906;11,14;8;15,35;31,98;25,31;25,41;96,25003
10/31/2003;1050,71;26,14;20,93;32,95;89,48;11,97;22,31;13,84;28,92;23,745;23,33;21,88;14,34;44,33;5,7270007;2,875;10,98;7,9;15,39;31,72;25,17;24,69;94,71002
11/03/2003;1059,02;26,68;21,71;34,04;89,68;12,19;22,7;13,86;29,93;24,125;24,56;22,575;14,75;45,74;5,919;2,979;11,24;9,31;15,79;31,99;26,1;25,64;96,880005
11/04/2003;1053,25;26,07;21,58;33,68;89,14;12,21;22,98;13,93;29,84;23,66;24,9;22,365;14,64;46,01;5,8980002;2,981;11,67;9,42;16,21;31,52;26,22;24,96;97,65001
11/05/2003;1051,81;26,1;21,8;33,74;88,49;12,35;23,1;13,89;30,43;23,295;24,95;22,545;14,59;46,73;5,944;3,052;11,77;9,1;16,14;31,78;26,22;25,19;97,299995
11/06/2003;1058,05;26,23;22,9;34,12;89,34;12,7;23,48;13,86;30,79;23,33;25,61;22,915;14,4;47,58;6,088001;3,08;12,01;9,08;16,6;31,66;26,38;25,07;97,65001
11/07/2003;1053,21;26,1;22,34;33,87;88,26;12,46;23;13,83;30,92;24,02;25,25;22,515;14,22;47,81;5,953;3,076;12;10,3;16,66;30,85;26,08;24,68;99,329994
11/10/2003;1047,11;26,001;22,19;33,39;89,95;12,57;22,01;13,56;30,09;23,355;24,41;21,71;13,45;46,87;5,8180003;3,0110002;11,91;11,04;16,25;30,3;25,56;24,21;94,36
11/11/2003;1046,57;25,8;22,35;33,41;89,36;12,54;22,15;13,44;29,66;23,21;24,9;21,365;13,24;47,04;5,9;2,993;11,55;10,44;15,97;30,06;25,36;24;93,24002
11/12/2003;1058,56;25,98;22,97;34,1;90,69;12,77;22,27;14,04;30,7;23,905;25,44;21,385;13,6;48,68;6,0080004;3,1360002;11,69;11,01;16,25;30,87;26,27;25,11;95,549995
11/13/2003;1058,41;25,69;22,7;33,78;91,09;12,57;22,35;14,11;30,19;23,85;24,74;21,44;13,18;47,45;5,91;3,091;11,75;11,2;16,46;30,77;26,23;25,97;93,17001
11/14/2003;1050,35;25,5;22,26;32,8;90,25;12,29;22,09;13,74;28,83;23,7;23,48;20,545;13,04;46,15;5,7070003;2,9750001;11,59;10,97;16,1;30,28;25,2;25,08;92,54
11/17/2003;1043,63;25,15;22,05;32,23;89,8;12,09;22;13,37;28,34;23,36;23,74;20,2;12,78;45,24;5,6440005;2,989;11,1;11,37;15,83;29,96;24,76;24,32;91,00003
11/18/2003;1034,15;25,15;21,73;31,84;88,95;11,81;21,65;13,02;27,86;22,715;23,03;20,05;12,52;44,89;5,535;2,9129999;10,54;11,04;15,5;28,9;24,03;23,43;89,39
11/19/2003;1042,44;25,35;22,05;32,52;89,4;12,03;22,21;13,19;28,23;23,015;23,43;19,8;12,53;46,59;5,557;2,917;10,94;11,2;15,95;29,15;23,67;21,27;92,61
11/20/2003;1033,65;25,1;21,94;31,83;88,39;11,82;21,59;12,94;27,86;22,385;22,85;19,15;12,58;45,81;5,461;2,887;10,84;11,24;15,78;29,15;22,79;21,6;93,03
11/21/2003;1035,28;25,11;22,17;32,32;88,63;11,88;21,28;13,11;28,35;21,96;22,96;19,68;12,5;47,18;5,5050006;2,9490001;10,86;11,37;16,4;29,08;22,57;21,74;93,799995
11/24/2003;1052,08;25,73;22,8;33,46;89,66;12,05;21,9;13,5;29,44;22,595;23,79;20,7;12,82;48,78;5,716;3,0770001;11,36;12,83;16,57;29,69;23,98;23,36;94,92001
11/25/2003;1053,89;25,4;22,62;33,07;89,43;11,87;21,66;13,55;29,45;22,79;24,02;20,515;13,09;49,1;5,8110003;3,0870001;11,42;13,11;16,48;29,29;23,78;22,72;94,15001
11/26/2003;1058,45;25,45;22,81;33,35;89,91;12,04;21,86;13,61;29,59;22,23;23,74;20,56;13,04;49,01;5,7400002;3,1100004;11,45;13,03;16,49;29,57;23,99;23,02;97,16
11/28/2003;1058,2;25,71;22,7;33,54;90,54;12,02;21,74;13,75;29,76;22,275;24,24;20,655;13,01;49,75;5,853;3,1959999;11,47;13,4;16,73;29,96;24,06;23,12;98,28003
12/01/2003;1070,12;25,84;23,18;34,04;91,01;12,51;21,84;13,7;30,18;22,8;24,21;21,045;13,05;49,8;5,899;3,22;11,55;13,6;17,41;30,85;24,19;23,04;98,91
12/02/2003;1066,62;25,66;23,11;33,85;90,75;12,4;22,45;13,54;30,11;22,45;24,06;20,605;12,76;49,42;5,8830004;3,295;11,28;13,79;17,46;31;23,74;22,83;98,35
12/03/2003;1064,73;25,67;23,3;33,34;90,3;12,9;22,41;13,18;29,5;22,235;23,74;20,83;12,41;48,8;5,8259997;3,279;11,04;13,29;18,1;31,25;23,19;22,22;95,69002
12/04/2003;1069,72;26,2;23,98;33,54;91,42;12,99;22,6;13,13;29,14;24,55;23,22;20,825;12,16;48,55;5,7410007;3,2849998;10,85;11,71;17,85;31,2;22,78;21,86;93,59
12/05/2003;1061,5;25,98;23,75;32,1;90,64;12,74;22,11;13,11;28,36;24,74;22,34;19,45;12,12;47,16;5,562;3,146;10,53;11,5;17,49;30,55;22,11;21,72;93,45001
12/08/2003;1069,3;26,24;24,29;31,64;91,2;12,81;22,48;13,07;28,24;24,61;22,45;19,715;11,89;46,6;5,548;3,14;10,45;10,98;17,19;31,79;22,14;21,05;92,19002
12/09/2003;1060,18;26,38;23,23;30,25;90,63;12,61;21,96;12,26;27,49;24,22;21,36;18,865;11,56;45,02;5,32;3,023;9,89;10,35;16,98;31,79;21,66;19,63;89,53
12/10/2003;1059,05;26,59;23,78;30,42;91,73;12,78;22;12,37;27,92;24,375;21,65;19,04;11,79;45,27;5,371;2,9940002;10,08;10,54;16,5;32,67;21,48;19,89;87,85
12/11/2003;1071,215;26,61;23,93;30,91;92,4;12,83;22,2;12,8;28,6;25,07;22,26;19,89;12;47,16;5,6;3,1330001;10,5;11,37;17,55;33,45;22,67;20,28;91,14
12/12/2003;1074,14;26,65;24,09;30,86;92,71;12,83;22,31;12,91;28,72;25,5;22,42;20,1;12,14;46,77;5,685;3,236;10,78;11,42;17,4;34,27;22,12;20,025;91,56
12/15/2003;1068,04;26,74;23,98;30,24;92,11;12,7;22,01;12,84;28,34;25,035;21,63;18,905;11,52;44,94;5,58;3,075;10,8;11,15625;17,23;33,79;21,24;18,94;89,53
12/16/2003;1075,13;27,06;23,77;30,26;93,98;13,12;22,11;12,57;27,92;24,895;21,32;19,415;11,67;43,99;5,5080004;3,085;10,24;10,82;17,2;33,44;21,69;19,04;93,31
12/17/2003;1076,48;27,04;23,49;30,17;93,4;13,25;21,96;12,47;27,68;24,66;21;19,55;11,5;43,71;5,435;3,076;10;10,95;17,22;32,91;21,95;19,021;92,19002
12/18/2003;1089,18;27,4;24,17;30,9;92,73;13,33;22,23;12,85;28,88;25,74;21,84;20,06;12,06;45,12;5,5750003;3,2040002;10,55;11,35;17,53;33,75;22;20,24;93,799995
12/19/2003;1088,67;27,36;23,79;30,57;93,14;13,09;22,18;13;28,34;25,515;21,86;19,44;12,33;44,35;5,555;3,171;10,43;11,195;17,5;33,36;21,45;19,66;92,54
12/22/2003;1092,94;27,18;23,98;30,42;93,39;13,2;22,2;12,78;28,72;26,125;22;19,925;12,77;44,37;5,618;3,1430001;10,36;10,97;17,95;33,87;21,55;19,85;94,43001
12/23/2003;1096,02;27,15;23,94;31,11;92,79;13,05;22,66;12,69;29,17;26,76;22,33;20,15;13,16;44,84;5,666;3,2;10,3;11,14;18,2;34,22;21,71;20,5;95,34
12/24/2003;1094,04;27,04;23,87;31,08;92,27;12,97;22,7;12,7;28,98;26,42;22,25;20;13,44;44,98;5,6559;3,172;10,2;10,92;18,32;33,6;21,61;20,51;95,829994
12/26/2003;1095,89;27,21;23,75;31,36;92,9;13;22,6;12,73;28,83;26,515;22,17;19,865;13,52;44,86;5,6580005;3,1620004;10,26;10,95;18,19;34,13;21,63;20,82;96,32
12/29/2003;1109,48;27,46;24,4;32,15;93,52;13,18;22,93;12,87;29,42;27,41;22,72;20,035;13,95;45,87;5,7620006;3,2689998;10,4;11,27;18,17;34,75;21,89;20,83;98,28003
12/30/2003;1109,64;27,52;24,12;32,04;92,63;13,19;22,93;12,74;29,47;27,19;22,49;19,81;13,73;45,69;5,834;3,288;10,34;11,08;18,15;34,27;21,55;20,65;97,369995
12/31/2003;1111,92;27,37;24,23;32,05;92,68;13,23;22,97;12,92;29,38;26,965;22,44;19,54;13,47;45,65;5,854;3,23;10,43;10,76;17,98;33,86;21,16;20,44;98,00003
01/02/2004;1108,485;27,45;24,25;32,16;91,55;13,14;23,16;13,22;29,31;26,81;22,1;19,55;13,74;45,79;5,6440005;3,171;10,27;10,78;18,26;33,67;20,86;20,73;101,50003
01/05/2004;1122,22;28,14;24,77;32,91;93,05;13,55;23,67;13,52;29,93;27,375;23,52;19,9;14,15;47,2;5,9240003;3,3860002;11,01;11,01;18,57;34,69;21,95;21,4;105,35
01/06/2004;1123,67;28,24;25,06;32,9;93,06;13,6;23,77;13,91;29,99;27,115;23,92;19,92;14,54;48,26;5,895;3,368;11,47;11,98;18,6;35,74;22,1;21,75;105,14
01/07/2004;1126,33;28,21;25,56;33,99;92,78;13,97;23,36;14,22;29,95;27,88;23,84;19,72;15,18;48,74;5,8580003;3,3400002;11,42;12,69;18,92;36,18;22,5;21,79;105,42001
01/08/2004;1131,92;28,16;26,34;34,24;93,04;14,24;24,69;14,2;31,85;29,475;24,28;19;15,47;49,61;5,945;3,3869998;12,01;13;18,99;35,79;21,83;22,62;110,11
01/09/2004;1121,86;27,66;26,48;33,97;91,21;14,17;24,16;14,07;31,78;29,485;24,26;18,56;15,35;48,82;6,081001;3,4580002;12;13,23;18,78;35,66;21,26;22,61;109,97002
01/12/2004;1127,23;27,57;27,03;34,15;91,55;14,66;24,68;14,4;32,8;30,045;24,63;18,68;15,28;50,29;6,2599998;3,5398998;12,12;13,88;18,62;36,67;21,69;23,33;113,40002
01/13/2004;1121,22;27,43;26,89;33,59;89,7;14,36;24,26;14,63;32,19;29,72;23,85;18,595;14,86;50,09;6,086;3,43;12,07;13,53;18,43;35,87;20,6;23,34;114,24
01/14/2004;1130,52;27,7;27,4;33,39;90,31;14,59;24,7;15,01;32,48;30,055;23,39;18,575;14,87;50,7;6,0610003;3,3470001;12,29;14,33;19,07;35,7;20,6;23,1;114,45001
01/15/2004;1132,05;27,54;27,16;33,06;94,02;14,89;25,3;15,16;33,65;29,96;24,01;19,225;14,83;50,51;6,168;3,3799999;12,42;14,59;19,13;36,17;21,52;22,72;114,17002
01/16/2004;1139,83;27,81;29,13;32,89;95,32;14,85;25,52;15,59;33,53;29,835;24,41;19,15;14,96;50,5;6,21;3,4240003;13,41;14,68;19,4;37,05;21,39;23,57;118,65002
01/20/2004;1138,77;28,1;28,86;32,61;97,1;14,71;25,07;15,49;33,43;29,44;24,35;19,25;15,12;49,92;6,2520003;3,4680002;13,78;14,67;19,2;37,11;22,57;24,17;119,34999
01/21/2004;1147,62;28,3;28,6;32,2;97,7;14,71;25,24;15,1;32,31;29,385;23,99;19,265;15,01;48,85;6,15;3,3650002;13,39;14,45;18,85;36,18;22,43;23,45;117,67002
01/22/2004;1143,94;28,01;28,22;31,63;97,51;14,53;25,49;14,92;31,73;28,555;23,55;18,6;14,46;48,46;6,081001;3,2020001;12,9;13,5;18,48;36,6;22,72;22,77;116,96999
01/23/2004;1141,55;28,48;27,33;31,75;97,9;14,54;25,3;14,67;30,97;28,465;22,52;19,02;14,71;48,65;5,86;2,906;13,23;14,04;18,28;37;21,85;21,68;117,39
01/26/2004;1155,37;28,8;28,2;32,43;99,85;14,47;26,12;15,13;31,99;29,225;22,95;19,17;15;49,1;5,98;2,845;13,42;14,01;18,11;37,36;21,02;22,72;120,61001
01/27/2004;1144,05;28,25;27,5;31,63;98,8;14,201;25,62;14,79;30,5;28,55;22,03;18,795;15,71;47,17;5,81;2,726;13,35;13,6;18,58;37,32;21,2;22,4;120,33
01/28/2004;1128,48;27,71;26,78;31,38;97,38;13,94;24,28;14,5;30,7;28,28;21,41;18,32;16,11;47,17;5,717;2,7560003;12,87;12,92;18,31;35,26;20,57;22,7;118,299995
01/29/2004;1134,115;27,91;25,96;30,89;98,01;14,19;24,28;14,45;30,59;28,77;21,51;18,065;16,12;47,6;5,699001;2,651;12,48;12,85;16,85;35,49;20,49;22,59;117,18001
01/30/2004;1131,13;27,65;25,71;30,52;99,23;13,86;23,79;14,04;31,35;29,305;21,69;19,15;16,11;47,85;5,702;2,66;12,92;12,95;16,57;35,29;20,3;22,38;116,06
02/02/2004;1135,26;27,4;26,2;30,32;99,39;13,64;24,1;14,03;30,91;28,78;21,59;18,91;15,99;46,77;5,5759997;2,637;12,62;12,7;16,45;35,52;20;21,64;115,15002
02/03/2004;1136,03;27,29;26,41;31,4;100;13,91;23,91;13,89;30,76;28,72;21,68;18,895;15,96;46,92;5,659;2,657;12,48;12,39;16,3;35,35;19,72;20,88;115,36001
02/04/2004;1126,52;27,01;24,08;30,02;100,19;13,27;23,19;13,5;30,07;28,195;21,38;18,96;15,73;45,78;5,545;2,583;11,99;11,45;15,77;34,52;19,34;20,97;112,14
